,host_acceptance_rate,host_identity_verified,property_type,host_response_time,number_of_reviews,review_scores_cleanliness,availability_365,review_scores_location,review_scores_value,bathrooms_text,price,neighbourhood_cleansed,room_type,accommodates,beds,minimum_nights,maximum_nights,has_availability,review_scores_checkin,review_scores_communication
180,93%,TRUE,Entire rental unit,within an hour,3,4.67,89,5,5,1,141.00,Copacabana,Entire home/apt,4,2,3,1125,TRUE,5,5
181,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,2,1602.00,Recreio dos Bandeirantes,Entire home/apt,4,2,15,30,FALSE,4.68,4.68
182,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,2,186.00,Copacabana,Entire home/apt,10,8,360,1125,FALSE,4.68,4.68
183,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,2,2154.00,Barra da Tijuca,Entire home/apt,4,2,24,1125,FALSE,4.68,4.68
184,N/A,FALSE,Entire home,N/A,0,4.73,0,4.86,4.68,1,1000.00,Taquara,Entire home/apt,8,2,3,60,FALSE,4.68,4.68
185,33%,TRUE,Entire rental unit,within a day,8,4.86,363,4.71,5,2,400.00,Laranjeiras,Entire home/apt,3,2,3,30,TRUE,5,5
186,32%,TRUE,Entire rental unit,within an hour,6,4.67,247,4.83,4.5,2,160.00,Camorim,Entire home/apt,4,4,2,60,TRUE,4.5,4.5
187,100%,TRUE,Private room in casa particular,N/A,6,4.83,3,5,4.83,1,233.00,Recreio dos Bandeirantes,Private room,2,2,1,30,TRUE,4.83,4.83
188,0%,TRUE,Private room in rental unit,within a few hours,0,4.73,365,4.86,4.68,1,631.00,São Conrado,Private room,4,2,1,7,TRUE,4.68,4.68
189,100%,TRUE,Entire rental unit,N/A,1,5,364,5,4,1,1200.00,Laranjeiras,Entire home/apt,4,2,1,365,TRUE,4,4
190,100%,FALSE,Entire serviced apartment,within a day,5,4.6,0,5,4.6,1,243.00,Copacabana,Entire home/apt,2,1,3,1125,TRUE,4.6,4.6
191,100%,TRUE,Private room in rental unit,N/A,2,4,364,5,5,1,150.00,Rio Comprido,Private room,2,1,5,365,TRUE,5,5
192,N/A,TRUE,Entire rental unit,within a day,0,4.73,92,4.86,4.68,1,272.00,Catete,Entire home/apt,2,1,1,90,TRUE,4.68,4.68
193,N/A,TRUE,Entire rental unit,N/A,0,4.73,364,4.86,4.68,1,1267.00,Barra da Tijuca,Entire home/apt,4,2,15,1125,TRUE,4.68,4.68
194,96%,TRUE,Private room in rental unit,within an hour,24,4.79,268,4.96,4.96,1,148.00,Copacabana,Private room,2,1,1,365,TRUE,4.96,4.96
195,N/A,TRUE,Private room in rental unit,N/A,97,4.84,219,4.98,4.84,1,85.00,Flamengo,Private room,1,1,1,1125,TRUE,4.84,4.84
196,100%,TRUE,Entire home,N/A,1,5,108,5,5,2,499.00,Copacabana,Entire home/apt,2,2,4,90,TRUE,5,5
197,13%,TRUE,Entire rental unit,within a day,1,5,365,5,5,3,1500.00,Barra da Tijuca,Entire home/apt,6,4,7,365,TRUE,5,5
198,37%,TRUE,Entire rental unit,within a day,2,4,354,5,4,2,250.00,Copacabana,Entire home/apt,4,1,1,1125,TRUE,4,4
199,N/A,TRUE,Entire condo,N/A,0,4.73,363,4.86,4.68,1,576.00,Copacabana,Entire home/apt,4,2,7,1125,TRUE,4.68,4.68
200,56%,TRUE,Entire condo,within a day,0,4.73,365,4.86,4.68,2,450.00,Copacabana,Entire home/apt,5,2,3,365,TRUE,4.68,4.68
201,67%,TRUE,Entire rental unit,within an hour,2,5,180,5,4.5,2.5,769.00,Copacabana,Entire home/apt,8,4,3,1125,TRUE,4.5,4.5
202,99%,TRUE,Entire rental unit,within an hour,58,4.55,169,4.5,4.5,1,173.00,Camorim,Entire home/apt,2,1,1,1125,TRUE,4.5,4.5
203,95%,TRUE,Entire rental unit,within an hour,4,5,64,5,5,1,230.00,Copacabana,Entire home/apt,4,3,2,90,TRUE,5,5
204,99%,TRUE,Entire rental unit,within an hour,94,4.15,282,4.86,4.33,1,337.00,Copacabana,Entire home/apt,2,1,1,1125,TRUE,4.33,4.33
205,57%,FALSE,Entire rental unit,within a few hours,2,5,242,5,4.5,1,420.00,Copacabana,Entire home/apt,5,4,2,365,TRUE,4.5,4.5
206,67%,TRUE,Entire rental unit,within a day,17,4.75,357,4.88,4.31,2,900.00,Copacabana,Entire home/apt,5,4,3,15,TRUE,4.31,4.31
207,69%,TRUE,Private room in serviced apartment,within an hour,0,4.73,170,4.86,4.68,1,313.00,Barra da Tijuca,Private room,2,1,3,120,TRUE,4.68,4.68
208,100%,TRUE,Private room in home,N/A,3,5,364,4.33,4.67,1.5,150.00,Santa Teresa,Private room,2,1,1,1125,TRUE,4.67,4.67
209,100%,TRUE,Entire rental unit,within an hour,3,5,146,4.67,5,1,350.00,Botafogo,Entire home/apt,3,2,3,365,TRUE,5,5
210,N/A,FALSE,Entire condo,N/A,0,4.73,365,4.86,4.68,2,3300.00,Camorim,Entire home/apt,4,2,1,365,TRUE,4.68,4.68
211,100%,FALSE,Entire rental unit,N/A,0,4.73,87,4.86,4.68,2,800.00,Camorim,Entire home/apt,5,2,10,30,TRUE,4.68,4.68
212,67%,TRUE,Shared room in hostel,within an hour,0,4.73,177,4.86,4.68,1,87.00,Laranjeiras,Shared room,8,8,1,365,TRUE,4.68,4.68
213,N/A,FALSE,Entire rental unit,N/A,0,4.73,358,4.86,4.68,2.5,2100.00,Jacarepaguá,Entire home/apt,6,3,15,40,TRUE,4.68,4.68
214,71%,FALSE,Entire rental unit,N/A,0,4.73,90,4.86,4.68,1,502.00,Jacarepaguá,Entire home/apt,3,3,1,6,FALSE,4.68,4.68
215,N/A,FALSE,Entire rental unit,N/A,1,5,365,5,5,2,1338.00,Jacarepaguá,Entire home/apt,4,3,5,1125,TRUE,5,5
216,98%,TRUE,Entire home,within an hour,28,4.79,277,4.68,4.93,1,60.00,Copacabana,Entire home/apt,5,2,3,365,TRUE,4.93,4.93
217,100%,TRUE,Entire rental unit,within a day,0,4.73,348,4.86,4.68,1,200.00,Copacabana,Entire home/apt,3,1,1,365,TRUE,4.68,4.68
218,0%,FALSE,Entire rental unit,a few days or more,0,4.73,364,4.86,4.68,2,3000.00,Barra da Tijuca,Entire home/apt,6,2,1,1125,TRUE,4.68,4.68
219,N/A,TRUE,Entire rental unit,N/A,0,4.73,365,4.86,4.68,2,700.00,Botafogo,Entire home/apt,7,4,2,15,TRUE,4.68,4.68
220,25%,TRUE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,1,100.00,Flamengo,Entire home/apt,2,1,3,1125,TRUE,4.68,4.68
221,95%,TRUE,Entire rental unit,within an hour,34,4.97,23,4.94,4.91,2,421.00,Leblon,Entire home/apt,2,1,5,20,TRUE,4.91,4.91
222,N/A,TRUE,Private room in rental unit,N/A,1,4.73,89,4.86,4.68,1,2500.00,Copacabana,Private room,1,1,2,1125,TRUE,4.68,4.68
223,100%,TRUE,Entire rental unit,within an hour,14,4.71,97,4.93,4.93,2,492.00,Copacabana,Entire home/apt,4,3,1,365,TRUE,4.93,4.93
224,58%,TRUE,Entire rental unit,within a few hours,0,4.73,364,4.86,4.68,1,302.00,Urca,Entire home/apt,2,1,1,365,TRUE,4.68,4.68
225,0%,FALSE,Private room in home,N/A,6,5,365,4.4,5,2,1672.00,Botafogo,Private room,8,8,3,90,TRUE,5,5
226,99%,TRUE,Shared room in hostel,within an hour,3,2.33,365,3.67,2.67,1,77.00,Copacabana,Shared room,1,15,1,365,TRUE,2.67,2.67
227,98%,TRUE,Entire rental unit,within an hour,9,4.67,356,5,4.78,1,124.00,Centro,Entire home/apt,4,1,1,365,TRUE,4.78,4.78
228,100%,TRUE,Private room in rental unit,N/A,0,4.73,365,4.86,4.68,1,200.00,Recreio dos Bandeirantes,Private room,2,2,1,365,TRUE,4.68,4.68
229,100%,FALSE,Entire rental unit,N/A,0,4.73,364,4.86,4.68,1,1500.00,Copacabana,Entire home/apt,4,1,3,10,TRUE,4.68,4.68
230,100%,TRUE,Private room in bed and breakfast,within a few hours,3,3.33,304,4.33,3.67,1,9999.00,Recreio dos Bandeirantes,Private room,5,4,1,1125,TRUE,3.67,3.67
231,N/A,FALSE,Room in hotel,N/A,0,4.73,0,4.86,4.68,1,1251.00,Barra da Tijuca,Private room,2,1,1,1125,FALSE,4.68,4.68
232,N/A,TRUE,Room in aparthotel,N/A,5,4.2,0,4.8,4,1,275.00,Copacabana,Private room,2,1,1,1125,TRUE,4,4
233,100%,TRUE,Entire rental unit,within a few hours,0,4.73,166,4.86,4.68,2,300.00,Copacabana,Entire home/apt,6,1,100,1000,TRUE,4.68,4.68
234,50%,FALSE,Entire rental unit,a few days or more,2,3.5,363,5,3,1,283.00,Copacabana,Entire home/apt,3,2,7,90,TRUE,3,3
235,92%,TRUE,Entire rental unit,within an hour,3,4.33,12,4.67,4,1,110.00,Botafogo,Entire home/apt,2,1,20,90,TRUE,4,4
236,96%,TRUE,Entire loft,within an hour,440,4.93,43,4.95,4.89,1.5,192.00,Copacabana,Entire home/apt,2,1,3,15,TRUE,4.89,4.89
237,63%,TRUE,Private room in rental unit,within an hour,28,4.74,232,4.96,4.46,1,180.00,Copacabana,Private room,3,2,2,90,TRUE,4.46,4.46
238,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,2,10000.00,Leblon,Entire home/apt,6,1,4,1125,TRUE,4.68,4.68
239,73%,TRUE,Entire rental unit,within a few hours,0,4.73,0,4.86,4.68,2,25000.00,Copacabana,Entire home/apt,8,6,1,1125,TRUE,4.68,4.68
240,0%,TRUE,Private room in condo,a few days or more,0,4.73,363,4.86,4.68,1,50.00,Inhoaíba,Private room,1,1,1,1125,TRUE,4.68,4.68
241,N/A,TRUE,Private room in casa particular,N/A,0,4.73,0,4.86,4.68,1,1000.00,Copacabana,Private room,3,1,2,1125,TRUE,4.68,4.68
242,100%,FALSE,Private room in home,N/A,3,5,365,5,5,1,240.00,Freguesia (Jacarepaguá),Private room,2,2,2,90,TRUE,5,5
243,100%,TRUE,Entire rental unit,within a day,10,4.7,251,4.9,4.9,4,980.00,Barra da Tijuca,Entire home/apt,6,5,3,180,TRUE,4.9,4.9
244,70%,TRUE,Entire home,within a few hours,0,4.73,365,4.86,4.68,5.5,6500.00,Barra da Tijuca,Entire home/apt,8,1,1,365,TRUE,4.68,4.68
245,100%,TRUE,Private room in home,within an hour,6,4.5,67,5,4.83,1,109.00,Itanhangá,Private room,3,1,1,1125,TRUE,4.83,4.83
246,100%,TRUE,Private room in rental unit,N/A,7,4.86,180,5,4.86,1,110.00,Pechincha,Private room,2,2,1,30,TRUE,4.86,4.86
247,N/A,FALSE,Private room in home,N/A,0,4.73,179,4.86,4.68,1,500.00,Taquara,Private room,6,3,2,3,TRUE,4.68,4.68
248,99%,TRUE,Private room in home,within an hour,17,4.59,327,5,4.41,1,297.00,Urca,Private room,2,1,999,1125,TRUE,4.41,4.41
249,99%,TRUE,Entire rental unit,within an hour,24,4.92,329,4.54,4.88,1,407.00,Vasco da Gama,Entire home/apt,4,2,1,365,TRUE,4.88,4.88
250,10%,TRUE,Entire home,within a day,0,4.73,358,4.86,4.68,5.5,500.00,Barra da Tijuca,Entire home/apt,10,5,30,900,TRUE,4.68,4.68
251,80%,TRUE,Entire rental unit,within an hour,0,4.73,285,4.86,4.68,2.5,1000.00,Barra da Tijuca,Entire home/apt,4,2,2,365,TRUE,4.68,4.68
252,N/A,FALSE,Entire home,a few days or more,5,4.5,364,5,4.5,8,8000.00,São Conrado,Entire home/apt,10,14,3,1125,TRUE,4.5,4.5
253,100%,TRUE,Entire home,within an hour,4,5,259,5,5,1,800.00,Freguesia (Jacarepaguá),Entire home/apt,16,1,1,365,TRUE,5,5
254,0%,TRUE,Private room in rental unit,N/A,1,4.73,180,4.86,4.68,1,143.00,Praça da Bandeira,Private room,2,1,2,4,TRUE,4.68,4.68
255,33%,TRUE,Entire rental unit,within a few hours,5,4.8,310,5,5,3,500.00,Jardim Botânico,Entire home/apt,4,2,7,1125,TRUE,5,5
256,N/A,FALSE,Entire rental unit,N/A,0,4.73,365,4.86,4.68,2,2500.00,Tijuca,Entire home/apt,5,3,1,1125,TRUE,4.68,4.68
257,N/A,FALSE,Entire home,N/A,0,4.73,364,4.86,4.68,5,2500.00,Recreio dos Bandeirantes,Entire home/apt,8,4,6,365,TRUE,4.68,4.68
258,100%,FALSE,Entire rental unit,within a few hours,4,4.75,365,5,3.25,1,790.00,Copacabana,Entire home/apt,4,1,1,365,TRUE,3.25,3.25
259,96%,TRUE,Entire home,within a few hours,46,4.49,217,4.62,4.8,3,251.00,Curicica,Entire home/apt,13,9,2,89,TRUE,4.8,4.8
260,77%,TRUE,Entire rental unit,within a few hours,33,4.91,362,4.64,4.91,2,300.00,Recreio dos Bandeirantes,Entire home/apt,5,4,3,30,TRUE,4.91,4.91
261,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,1,4000.00,Copacabana,Entire home/apt,3,2,1000,1125,FALSE,4.68,4.68
262,100%,TRUE,Entire rental unit,N/A,1,5,145,5,5,3,364.00,Recreio dos Bandeirantes,Entire home/apt,2,1,2,1125,TRUE,5,5
263,80%,TRUE,Entire rental unit,within an hour,2,5,0,5,4.5,2,102.00,Centro,Entire home/apt,6,3,2,365,TRUE,4.5,4.5
264,0%,FALSE,Private room in rental unit,N/A,0,4.73,0,4.86,4.68,1,522.00,Santa Teresa,Private room,3,2,1,1125,FALSE,4.68,4.68
265,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,1,1914.00,Jacarepaguá,Entire home/apt,4,1,1,1125,FALSE,4.68,4.68
266,N/A,FALSE,Private room in home,N/A,11,4.5,364,4.8,5,1,150.00,Santa Teresa,Private room,8,8,2,1000,TRUE,5,5
267,45%,TRUE,Entire rental unit,within an hour,0,4.73,365,4.86,4.68,1,1433.00,Copacabana,Entire home/apt,4,3,1,1125,TRUE,4.68,4.68
268,N/A,FALSE,Private room in rental unit,N/A,0,4.73,0,4.86,4.68,1,766.00,Vidigal,Private room,3,3,1,1125,FALSE,4.68,4.68
269,100%,FALSE,Private room in rental unit,N/A,0,4.73,0,4.86,4.68,1,900.00,Cidade Nova,Private room,2,1,2,1125,FALSE,4.68,4.68
270,100%,TRUE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,1,61.00,Copacabana,Entire home/apt,1,1,1,365,TRUE,4.68,4.68
271,100%,TRUE,Entire rental unit,within an hour,4,4.75,221,5,4.5,1,359.00,Copacabana,Entire home/apt,4,2,1,365,TRUE,4.5,4.5
272,100%,TRUE,Private room in rental unit,within an hour,13,5,146,5,5,1,204.00,Jardim Guanabara,Private room,3,2,1,365,TRUE,5,5
273,0%,FALSE,Private room in rental unit,N/A,0,4.73,178,4.86,4.68,1,350.00,Catete,Private room,2,1,2,5,TRUE,4.68,4.68
274,55%,TRUE,Entire rental unit,within a few hours,0,4.73,289,4.86,4.68,1,522.00,Leblon,Entire home/apt,2,1,5,365,TRUE,4.68,4.68
275,100%,TRUE,Private room in rental unit,within a day,2,5,348,5,5,2,680.00,Copacabana,Private room,2,1,2,365,TRUE,5,5
276,33%,TRUE,Entire rental unit,within an hour,2,5,149,5,5,3.5,650.00,Copacabana,Entire home/apt,10,6,5,365,TRUE,5,5
277,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,1,800.00,Copacabana,Entire home/apt,4,2,6,10,TRUE,4.68,4.68
278,N/A,FALSE,Entire condo,N/A,0,4.73,0,4.86,4.68,1,310.00,Copacabana,Entire home/apt,2,2,5,1125,FALSE,4.68,4.68
279,89%,TRUE,Entire home,within a day,0,4.73,365,4.86,4.68,3,450.00,Recreio dos Bandeirantes,Entire home/apt,3,3,1,365,TRUE,4.68,4.68
280,79%,FALSE,Entire rental unit,within an hour,0,4.73,0,4.86,4.68,1,304.00,Copacabana,Entire home/apt,2,1,5,1125,TRUE,4.68,4.68
281,43%,TRUE,Entire rental unit,within an hour,0,4.73,364,4.86,4.68,1,1300.00,Copacabana,Entire home/apt,3,2,365,365,TRUE,4.68,4.68
282,N/A,FALSE,Entire home,N/A,0,4.73,365,4.86,4.68,3,4300.00,Vargem Grande,Entire home/apt,10,7,3,1125,TRUE,4.68,4.68
283,N/A,TRUE,Room in hotel,N/A,0,4.73,0,4.86,4.68,1,1200.00,São Conrado,Private room,4,1,7,7,TRUE,4.68,4.68
284,100%,FALSE,Entire condo,within an hour,12,3.5,29,5,4.08,1,120.00,Barra da Tijuca,Entire home/apt,3,1,2,1125,TRUE,4.08,4.08
285,100%,TRUE,Private room in rental unit,N/A,0,4.73,364,4.86,4.68,3.5,1000.00,Leblon,Private room,2,1,1,1125,TRUE,4.68,4.68
286,73%,TRUE,Entire rental unit,within a few hours,46,4.04,196,4.89,4.15,1,283.00,Copacabana,Entire home/apt,6,4,1,1125,TRUE,4.15,4.15
287,100%,TRUE,Entire home,within a day,0,4.73,365,4.86,4.68,2.5,600.00,Praça Seca,Entire home/apt,12,8,1,365,TRUE,4.68,4.68
288,26%,TRUE,Entire rental unit,within a few hours,3,5,241,5,4.67,3,1150.00,Copacabana,Entire home/apt,8,6,1,365,TRUE,4.67,4.67
289,N/A,TRUE,Entire rental unit,N/A,0,4.73,87,4.86,4.68,2,998.00,Copacabana,Entire home/apt,4,2,5,21,TRUE,4.68,4.68
290,N/A,TRUE,Private room in serviced apartment,N/A,0,4.73,0,4.86,4.68,1,500.00,São Conrado,Private room,2,1,2,8,TRUE,4.68,4.68
291,100%,TRUE,Entire rental unit,within an hour,3,5,365,5,4.67,1,334.00,Copacabana,Entire home/apt,2,1,2,90,TRUE,4.67,4.67
292,80%,TRUE,Entire condo,within a few hours,27,5,261,4.92,4.81,2,717.00,Ipanema,Entire home/apt,4,2,3,1125,TRUE,4.81,4.81
293,96%,TRUE,Entire rental unit,within an hour,47,5,152,4.96,4.81,1,480.00,Ipanema,Entire home/apt,2,2,3,28,TRUE,4.81,4.81
294,50%,FALSE,Entire rental unit,N/A,0,4.73,364,4.86,4.68,3,1400.00,Copacabana,Entire home/apt,6,4,5,365,TRUE,4.68,4.68
295,68%,TRUE,Private room in rental unit,within a few hours,19,5,332,5,4.88,1,125.00,Ipanema,Private room,2,1,2,1125,TRUE,4.88,4.88
296,82%,TRUE,Entire rental unit,within an hour,5,5,29,5,4.8,3,1680.00,Leme,Entire home/apt,10,5,2,15,TRUE,4.8,4.8
297,63%,TRUE,Entire rental unit,within a few hours,13,4.85,363,4.92,4.85,2,430.00,Santa Teresa,Entire home/apt,5,4,2,1125,TRUE,4.85,4.85
298,100%,TRUE,Room in serviced apartment,within a few hours,161,4.89,318,4.86,4.69,1,313.00,Santa Teresa,Hotel room,2,1,1,1125,TRUE,4.69,4.69
299,67%,FALSE,Entire guesthouse,within a few hours,2,5,226,5,5,1,197.00,Botafogo,Entire home/apt,4,1,2,15,TRUE,5,5
300,100%,TRUE,Entire rental unit,within an hour,67,4.91,120,4.99,4.85,1,193.00,Copacabana,Entire home/apt,4,2,2,32,TRUE,4.85,4.85
301,98%,TRUE,Entire rental unit,within an hour,0,4.73,238,4.86,4.68,1,363.00,Ipanema,Entire home/apt,2,1,2,365,TRUE,4.68,4.68
302,N/A,TRUE,Entire rental unit,N/A,98,4.94,2,4.96,4.81,2.5,427.00,Ipanema,Entire home/apt,6,4,3,1125,TRUE,4.81,4.81
303,100%,TRUE,Entire rental unit,within an hour,15,4.8,51,5,4.67,2,1008.00,Ipanema,Entire home/apt,5,2,3,30,TRUE,4.67,4.67
304,79%,TRUE,Entire rental unit,within a few hours,48,4.92,77,4.96,4.81,1,196.00,Leblon,Entire home/apt,3,2,3,1125,TRUE,4.81,4.81
305,81%,TRUE,Entire serviced apartment,within a few hours,13,4.92,74,5,4.85,1.5,309.00,Ipanema,Entire home/apt,4,2,3,1125,TRUE,4.85,4.85
306,40%,TRUE,Entire rental unit,within a few hours,25,4.96,307,5,4.76,2,431.00,Ipanema,Entire home/apt,5,5,2,365,TRUE,4.76,4.76
307,100%,TRUE,Entire rental unit,within an hour,29,4.72,358,4.97,4.69,1,464.00,Ipanema,Entire home/apt,4,1,3,1125,TRUE,4.69,4.69
308,100%,TRUE,Entire loft,within an hour,454,4.74,357,4.96,4.72,1,252.00,Ipanema,Entire home/apt,2,1,1,1125,TRUE,4.72,4.72
309,N/A,FALSE,Entire rental unit,N/A,0,4.73,363,4.86,4.68,2,1000.00,Jacarepaguá,Entire home/apt,4,3,5,1125,TRUE,4.68,4.68
310,100%,TRUE,Entire rental unit,within an hour,21,4.95,52,4.67,4.9,3,1172.00,Ipanema,Entire home/apt,9,6,2,30,TRUE,4.9,4.9
311,94%,TRUE,Entire rental unit,within an hour,13,5,357,4.92,4.92,2,435.00,Leblon,Entire home/apt,4,3,2,120,TRUE,4.92,4.92
312,87%,TRUE,Entire rental unit,within a few hours,4,5,226,5,4.5,1,372.00,Leblon,Entire home/apt,6,3,1,1125,TRUE,4.5,4.5
313,67%,TRUE,Entire rental unit,within an hour,0,4.73,179,4.86,4.68,1,390.00,Copacabana,Entire home/apt,4,3,4,1125,TRUE,4.68,4.68
314,98%,TRUE,Entire loft,within a few hours,28,4.89,329,4.86,4.89,1,268.00,Copacabana,Entire home/apt,3,2,2,365,TRUE,4.89,4.89
315,N/A,TRUE,Entire rental unit,N/A,0,4.73,364,4.86,4.68,2,2433.00,Ipanema,Entire home/apt,6,4,5,10,TRUE,4.68,4.68
316,43%,TRUE,Entire rental unit,within an hour,0,4.73,303,4.86,4.68,1,250.00,Copacabana,Entire home/apt,4,2,5,60,TRUE,4.68,4.68
317,100%,TRUE,Entire rental unit,within an hour,42,5,6,4.93,4.95,1,531.00,Jacarepaguá,Entire home/apt,4,2,3,1125,TRUE,4.95,4.95
318,0%,TRUE,Entire rental unit,N/A,0,4.73,365,4.86,4.68,2,1800.00,Leblon,Entire home/apt,4,3,1,1125,TRUE,4.68,4.68
319,0%,FALSE,Private room in rental unit,N/A,0,4.73,364,4.86,4.68,3,400.00,Copacabana,Private room,2,2,1,365,FALSE,4.68,4.68
320,30%,FALSE,Shared room in home,within a day,2,3.5,365,3,4,1,105.00,Leme,Shared room,6,6,1,1125,TRUE,4,4
321,97%,TRUE,Entire rental unit,within an hour,20,4.7,308,4.25,4.55,1,263.00,Copacabana,Entire home/apt,4,3,1,1125,TRUE,4.55,4.55
322,60%,TRUE,Entire rental unit,within an hour,13,4.92,189,5,4.92,2,1483.00,Ipanema,Entire home/apt,6,3,4,1125,TRUE,4.92,4.92
323,100%,TRUE,Entire condo,within an hour,116,4.94,158,4.97,4.88,1,311.00,Ipanema,Entire home/apt,2,1,4,1125,TRUE,4.88,4.88
324,100%,FALSE,Entire rental unit,within an hour,19,4.89,89,5,4.58,1.5,397.00,Ipanema,Entire home/apt,4,3,4,1125,TRUE,4.58,4.58
325,94%,TRUE,Entire rental unit,within a few hours,1,5,43,5,5,1.5,600.00,Ipanema,Entire home/apt,4,3,3,120,TRUE,5,5
326,40%,TRUE,Entire rental unit,within a few hours,13,4.85,23,4.92,4.92,1,140.00,Copacabana,Entire home/apt,4,1,6,336,TRUE,4.92,4.92
327,50%,TRUE,Private room in rental unit,N/A,36,4.68,357,5,4.75,1,166.00,Copacabana,Private room,1,1,2,1125,TRUE,4.75,4.75
328,N/A,TRUE,Entire rental unit,within a day,1,4,365,5,4,5,5186.00,Leblon,Entire home/apt,8,7,6,30,TRUE,4,4
329,97%,FALSE,Entire rental unit,within an hour,14,4.93,111,5,4.86,1,236.00,Leblon,Entire home/apt,2,1,3,1125,TRUE,4.86,4.86
330,55%,TRUE,Room in aparthotel,within a few hours,0,4.73,351,4.86,4.68,1,850.00,Leblon,Entire home/apt,2,1,5,365,TRUE,4.68,4.68
331,100%,FALSE,Entire rental unit,within an hour,43,4.95,243,4.95,4.93,1.5,346.00,Copacabana,Entire home/apt,5,3,3,89,TRUE,4.93,4.93
332,87%,TRUE,Entire rental unit,within a few hours,17,4.59,235,4.94,4.18,1,180.00,Leblon,Entire home/apt,3,2,1,1125,TRUE,4.18,4.18
333,94%,TRUE,Entire rental unit,within an hour,38,4.68,40,5,4.74,2,1682.00,Ipanema,Entire home/apt,4,3,4,89,TRUE,4.74,4.74
334,78%,TRUE,Entire rental unit,within an hour,3,5,133,5,5,2,822.00,Copacabana,Entire home/apt,4,2,2,60,TRUE,5,5
335,100%,TRUE,Entire condo,N/A,10,5,79,4.9,5,2,307.00,Leblon,Entire home/apt,4,3,3,365,TRUE,5,5
336,97%,TRUE,Entire rental unit,within an hour,32,4.91,322,4.84,4.78,1,414.00,Ipanema,Entire home/apt,2,1,2,365,TRUE,4.78,4.78
337,94%,TRUE,Entire rental unit,within an hour,0,4.73,49,4.86,4.68,1,245.00,Copacabana,Entire home/apt,2,1,7,30,TRUE,4.68,4.68
338,100%,TRUE,Entire rental unit,within an hour,3,5,330,5,5,1.5,556.00,Leblon,Entire home/apt,4,3,1,365,TRUE,5,5
339,96%,TRUE,Entire rental unit,within an hour,60,4.47,347,4.83,4.78,3,456.00,Ipanema,Entire home/apt,6,3,3,150,TRUE,4.78,4.78
340,57%,TRUE,Entire rental unit,within a few hours,8,4.25,34,5,4.38,1.5,379.00,Leblon,Entire home/apt,4,2,1,25,TRUE,4.38,4.38
341,100%,FALSE,Entire home,within an hour,11,5,351,4.82,4.64,4,1800.00,Alto da Boa Vista,Entire home/apt,10,8,3,1125,TRUE,4.64,4.64
342,81%,FALSE,Private room in rental unit,within an hour,12,4.91,364,5,4.82,1,258.00,Joá,Private room,2,2,2,15,TRUE,4.82,4.82
343,85%,TRUE,Entire guest suite,N/A,5,4.8,364,4.6,4.8,1,280.00,Pechincha,Entire home/apt,2,1,1,365,TRUE,4.8,4.8
344,88%,TRUE,Entire home,within an hour,6,4.67,363,4.33,4.83,1.5,360.00,Santa Teresa,Entire home/apt,4,2,4,40,TRUE,4.83,4.83
345,100%,TRUE,Entire loft,within an hour,20,4.45,292,4.85,4.95,1,800.00,Centro,Entire home/apt,15,1,1,1125,TRUE,4.95,4.95
346,100%,TRUE,Entire home,a few days or more,0,4.73,365,4.86,4.68,1,900.00,Centro,Entire home/apt,5,3,1,365,TRUE,4.68,4.68
347,100%,FALSE,Entire home,within an hour,33,4.7,362,4.76,4.55,2,299.00,Recreio dos Bandeirantes,Entire home/apt,7,5,2,365,TRUE,4.55,4.55
348,70%,FALSE,Entire rental unit,within an hour,11,4.36,357,4,4,1,145.00,Recreio dos Bandeirantes,Entire home/apt,6,2,4,1125,TRUE,4,4
349,100%,TRUE,Entire rental unit,within an hour,22,4.64,361,4.64,4.77,1,189.00,Recreio dos Bandeirantes,Entire home/apt,6,4,1,365,TRUE,4.77,4.77
350,100%,TRUE,Entire rental unit,within a day,16,4.81,363,4.63,4.69,1,321.00,Barra da Tijuca,Entire home/apt,4,1,2,365,TRUE,4.69,4.69
351,62%,TRUE,Private room in rental unit,N/A,2,5,365,5,5,1,620.00,Jacarepaguá,Private room,2,1,1,365,TRUE,5,5
352,98%,TRUE,Entire condo,within an hour,44,4.7,90,4.41,4.39,1,117.00,Jacarepaguá,Entire home/apt,2,2,2,90,TRUE,4.39,4.39
353,88%,TRUE,Entire rental unit,within an hour,1,4,326,5,5,1,250.00,Barra da Tijuca,Entire home/apt,2,1,1,365,TRUE,5,5
354,57%,TRUE,Private room in rental unit,N/A,6,5,364,5,4.6,1.5,700.00,Jacarepaguá,Private room,2,2,1,1125,TRUE,4.6,4.6
355,N/A,TRUE,Entire rental unit,N/A,0,4.73,270,4.86,4.68,1,184.00,Santa Teresa,Entire home/apt,2,1,1,365,TRUE,4.68,4.68
